TIC,m_TIC,RAJ2000,DEJ2000,pmRA,pmDE,Tmag,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,TESSebs,Simbad
319291434,1,53.6543343733,-9.1293345266,-5.766,-11.533,11.816,1410.975673,0.001432415,0.3512605,2.0311289e-06,0.818,0.169,0.115,1.001,0.168,0.092,0.504,0.3892,0.183,0.9967,0.312,0.164,0.5049,TESSebs,Simbad
322512913,1,43.2728867231,-20.5274857554,12.001,-2.075,12.026,1411.245136,0.0001818885,0.4588608,1.679012e-06,0.785,0.101,0.046,1.001,,,,0.3679,0.192,0.0002616,0.339,0.148,0.5028,TESSebs,Simbad
326242641,1,41.2799363544,-18.1325054725,3.371,-21.006,10.428,1411.077229,0.00017783,0.1824645,1.1368155e-07,0.813,0.212,0.085,0.999,,,,,,,,,,TESSebs,Simbad
332910947,1,35.061470418,-3.1232664704,36.916,-20.419,12.001,1410.703443,0.0008078858,0.914434,1.3515797e-05,0.606,0.136,0.604,0.9995,0.128,0.169,0.499,0.2425,0.719,0.0003706,0.195,0.276,0.5,TESSebs,Simbad
332910986,1,35.0595187807,-2.8673987032,-17.963,5.673,10.42,1410.766161,0.0003853168,0.643465,3.2600714e-06,0.805,0.131,0.099,0.9981,,,,,,,,,,TESSebs,Simbad
347552724,1,45.1127557336,2.1834496796,-14.855,-57.119,9.871,1411.072514,1.780491e-05,0.5360809,4.8260376e-07,0.765,0.143,0.079,1.001,,,,,,,,,,TESSebs,Simbad
365301387,1,46.0987602317,6.196670485,-2.166,10.309,11.013,1410.950449,0.0001064798,0.2753563,5.5376916e-06,0.766,0.156,0.149,1.0,0.163,0.124,0.501,0.3849,0.273,0.0005923,0.34,0.251,0.5,TESSebs,Simbad
369362290,1,53.6294419066,-39.4120541124,-1.4,5.824,9.542,1412.533445,0.0003403183,2.1123879,8.4815542e-05,0.559,0.131,0.499,0.9999,0.131,0.048,0.5,0.2101,0.56,3.988e-05,0.187,0.085,0.4999,TESSebs,Simbad
387463207,1,42.4678772198,8.9381224965,55.048,-13.04,9.075,1411.410268,4.144834e-06,0.3799213,1.2914329e-07,0.76,0.112,0.114,1.0,0.113,0.103,0.498,0.2942,0.301,0.001546,0.29,0.288,0.4968,TESSebs,Simbad
387513120,1,42.9803473034,8.416131201,-2.133,-53.975,11.344,1411.13447,0.001032137,0.3036332,1.2097561e-06,0.862,0.131,0.071,1.001,,,,,,,,,,TESSebs,Simbad
387513384,1,43.007085106,9.5107121017,31.475,3.367,11.68,1411.079651,0.0005723912,0.2974686,2.9749843e-07,0.782,0.105,0.1,1.0,0.147,0.076,0.504,0.287,0.236,0.9981,0.33,0.209,0.5045,TESSebs,Simbad
387586260,1,44.4125810416,7.1787450015,-2.033,-10.876,10.115,1411.24968,0.002035132,0.880467,2.2309172e-05,0.813,0.107,0.065,0.9974,,,,,,,,,,TESSebs,Simbad
419994778,1,34.4645995824,2.3728546102,2.634,2.174,9.694,1410.894814,9.567546e-05,0.4306794,0.0001268095,0.79,0.116,0.047,1.011,0.112,0.045,0.512,0.3024,0.132,0.5058,0.293,0.13,0.9976,TESSebs,Simbad
422914426,1,38.3181384619,3.135460846,9.02,-0.849,11.2,1410.970669,0.00265636,0.5494178,8.654274e-05,0.715,0.185,0.253,0.9998,0.144,0.057,0.5,0.3914,0.4,0.9949,,,,TESSebs,Simbad
423387084,1,29.0262521426,-0.73894161,5.698,-20.168,10.761,1411.372056,0.0002002132,0.7408448,1.3118453e-06,0.684,0.177,0.29,0.9996,0.183,0.081,0.5,0.3173,0.377,0.9999,0.351,0.157,0.5,TESSebs,Simbad
423439467,1,47.5005786059,-12.1053208134,8.259,-5.909,12.08,1410.98105,0.001106491,3.4172794,0.00016470324,0.593,0.115,0.479,0.9986,0.1,0.103,0.499,0.1774,0.58,0.9989,0.179,0.179,0.5,TESSebs,Simbad
423833748,1,62.6562480488,-38.9280520096,-11.817,11.89,10.19,1411.301277,6.679853e-05,0.4269438,2.5064059e-06,0.855,0.154,0.112,0.9997,0.204,0.088,0.499,0.3063,0.176,0.9999,0.277,0.159,0.5005,TESSebs,Simbad
441128066,1,39.6382512604,-14.2990903566,-14.838,2.817,9.244,1410.993431,0.0004959634,0.4407791,4.1678019e-06,0.765,0.1,0.074,0.9985,0.065,0.047,0.5,0.304,0.357,0.9997,0.309,0.337,0.5,TESSebs,Simbad
445924091,1,47.8445232506,9.1839548085,-13.768,1.531,11.4,1411.78953,0.0002157305,0.4639754,8.5381094e-07,0.915,0.157,0.049,1.001,0.122,0.03,0.5,,,,,,,TESSebs,Simbad
627436,1,73.0473116155,-25.1940848966,2.865,5.879,11.716,1438.295848,0.0002658861,0.5789058,8.4672994e-07,0.817,0.13,0.119,0.9974,,,,,,,,,,TESSebs,Simbad
737546,1,74.5150265728,-29.933010296,6.232,3.734,10.54,1438.135292,0.0001628426,3.0677452,9.8834328e-05,0.568,0.114,0.291,0.9999,0.107,0.036,0.5,0.1827,0.335,0.9999,0.15,0.069,0.5001,TESSebs,Simbad
1449640,1,75.1716140695,-35.2026105321,-6.448,-14.791,11.921,1440.419896,0.009819433,3.5017948,7.433018e-06,0.396,0.041,0.006,0.9976,,,,0.07708,0.019,0.001282,,,,TESSebs,Simbad
1450518,1,75.204094591,-32.2110251899,-30.572,76.132,11.257,1438.085617,0.001028508,0.3337474,4.4925933e-06,0.65,0.143,0.242,0.9993,0.152,0.222,0.497,0.3257,0.335,0.002433,0.25,0.333,0.4971,TESSebs,Simbad
9172417,1,62.0574890034,-5.7565999164,84.91,-133.83,11.85,1438.039329,3.898223e-05,0.2451915,5.834723e-07,0.655,0.089,0.049,0.9985,0.087,0.04,0.496,0.1531,0.076,0.9987,0.141,0.067,0.4952,TESSebs,Simbad
11002748,1,56.2041394923,-3.0786221255,3.478,-3.354,11.612,1438.415691,0.0002291462,0.778715,1.8230502e-05,0.669,0.154,0.123,1.001,0.166,0.022,0.504,0.3031,0.162,0.0003027,0.238,0.061,0.5,TESSebs,Simbad
13062255,1,75.5227320017,-28.7126849617,21.026,-2.459,10.374,1439.067848,0.0005667915,1.651213,1.8131226e-06,0.571,0.12,0.353,1.001,0.107,0.038,0.494,0.1929,0.418,0.001015,0.178,0.084,0.4921,TESSebs,Simbad
13070701,1,75.8899830234,-25.3654912434,-19.755,-52.95,10.852,1438.210281,0.0003449664,0.4140761,9.0417194e-06,0.9,0.228,0.09,1.001,0.124,0.059,0.5,,,,,,,TESSebs,Simbad
13135572,1,76.7373622527,-29.6024704754,26.427,27.661,9.4,1438.071195,0.0006952242,0.3983886,6.0305466e-06,0.739,0.088,0.11,0.9964,,,,0.3037,0.387,0.9982,0.267,0.365,0.5,TESSebs,Simbad
13345143,1,78.8801850771,-28.7505908414,9.518,38.865,9.122,1437.998934,6.79013e-05,0.6723508,1.3224657e-07,0.784,0.138,0.066,0.9833,0.087,0.066,0.483,0.2961,0.247,0.5,0.339,0.245,0.002381,TESSebs,Simbad
14091704,1,77.3234600702,-36.5909664381,21.66,-15.71,9.158,1438.414668,0.001869351,0.7650591,0.00012306737,0.429,0.065,0.002,0.9975,,,,0.09927,0.002,0.002023,,,,TESSebs,Simbad
21729403,1,88.2604164849,-40.3137192363,4.837,17.46,11.788,1438.146157,0.0001487018,0.405346,1.6347065e-06,0.69,0.159,0.071,0.9992,0.155,0.066,0.501,0.2762,0.095,0.9997,0.257,0.091,0.5037,TESSebs,Simbad
24450633,1,82.3563718863,-32.8177502707,8.712,22.405,13.717,1438.129739,0.0009114497,0.22867,1.1365842e-06,0.617,,,,,,,,,,,,,TESSebs,Simbad
24586751,1,83.7114869034,-30.4207204808,3.885,-30.848,10.987,1438.191106,0.0001365335,0.5128316,7.0538115e-06,0.639,0.161,0.429,0.9995,0.132,0.067,0.501,0.2796,0.54,0.9992,0.278,0.158,0.5,TESSebs,Simbad
24606516,1,80.8023748347,-9.1284266897,-2.726,-5.44,11.749,1438.526357,0.0001845093,0.4019809,5.9555216e-06,0.857,0.133,0.118,1.001,0.19,0.101,0.501,0.3441,0.219,0.9999,0.361,0.202,0.5,TESSebs,Simbad
31118189,1,81.215114154,-28.1532845709,-54.213,15.431,10.236,1438.213365,0.000185016,0.275773,6.0944315e-07,0.773,0.114,0.102,0.9993,0.129,0.069,0.5,0.3356,0.248,7.973e-06,0.301,0.217,0.5,TESSebs,Simbad
32543789,1,84.5716663742,-27.5204954841,29.902,-46.213,11.341,1438.123583,3.29713e-05,0.3191196,1.5031462e-05,0.826,0.166,0.101,1.001,0.146,0.088,0.506,0.3215,0.189,0.0008579,0.292,0.175,0.5,TESSebs,Simbad
34107676,1,59.5596442453,-7.7593403333,3.984,4.946,11.921,1438.337148,0.0002600703,0.34015,6.3353955e-07,0.799,0.173,0.11,1.0,0.158,0.101,0.503,0.3504,0.175,0.9994,0.32,0.167,0.5039,TESSebs,Simbad
34145330,1,60.0603439573,-7.7666535643,17.782,-33.141,10.349,1438.525878,0.0004039409,0.6404922,1.5092791e-05,0.61,0.144,0.281,0.9994,0.138,0.057,0.5,0.2422,0.328,6.3e-05,0.208,0.096,0.5,TESSebs,Simbad
38589392,1,56.7622690095,-7.0703171506,28.945,-34.988,10.721,1438.393467,0.001464049,0.3777198,4.6242384e-08,0.715,0.094,0.083,0.9924,,,,,,,,,,TESSebs,Simbad
38686737,1,57.8656785124,-10.614066002,-3.356,-2.798,12.604,1437.713156,0.008179131,2.2471308,1.2110202e-05,0.44,,,,,,,0.05023,0.026,0.9801,,,,TESSebs,Simbad
38687360,1,57.9722599123,-10.5304073128,-41.264,-137.27,7.905,1438.266076,0.009108904,0.5080177,0.00036429688,0.739,0.152,0.168,0.9782,0.121,0.045,0.478,0.3617,0.244,0.4976,,,,TESSebs,Simbad
43533897,1,75.3966636057,-8.64347897,24.4,-9.859,10.654,1438.000307,0.002388098,0.3133685,1.2729364e-06,0.666,0.13,0.321,0.9928,,,,0.2875,0.605,0.0004389,0.249,0.372,0.5016,TESSebs,Simbad
43712632,1,76.2697237401,-7.5619211684,3.57,-13.902,10.864,1438.554423,0.0009877468,0.9264966,1.7975527e-06,0.743,0.148,0.152,0.9975,,,,,,,,,,TESSebs,Simbad
43846099,1,77.8104369467,-8.5568576447,10.708,-28.493,9.056,1438.027465,0.0003919771,0.4234074,5.5684769e-06,0.725,0.112,0.189,0.4991,,,,0.2499,0.402,0.9997,0.256,0.4,0.5,TESSebs,Simbad
43864479,1,77.8921422106,-10.5732582667,-3.512,-6.904,10.799,1438.070336,0.000865631,0.5944452,2.5115076e-06,0.868,0.149,0.112,0.9987,,,,,,,,,,TESSebs,Simbad
55896456,1,68.6381806592,-9.3207525009,-2.387,3.258,11.384,1438.353555,0.0001101282,0.4647737,3.7403981e-06,0.788,0.112,0.194,0.9999,0.141,0.16,0.5,0.2627,0.418,0.0001701,0.252,0.388,0.5003,TESSebs,Simbad
56001210,1,69.7155276991,-9.5323662014,-0.225,-16.249,11.536,1438.165556,0.0007226145,0.1893725,1.5333972e-07,0.845,0.19,0.016,0.9997,,,,,,,,,,TESSebs,Simbad
59038877,1,57.365695188,12.9121792199,-39.845,43.026,9.122,1439.006043,0.001298337,0.3053691,6.9608204e-07,0.726,0.087,0.143,0.9956,,,,0.3003,0.488,0.9999,0.262,0.444,0.5009,TESSebs,Simbad
59038880,1,57.3647545327,12.9089449063,-39.486,41.212,10.103,1438.090294,0.0008018615,0.3053725,3.6381619e-06,0.722,0.085,0.255,0.9972,,,,0.3004,0.979,0.9999,0.262,0.887,0.5013,TESSebs,Simbad
59091000,1,74.7475425177,14.5432496051,5.765,-7.816,6.022,1434.151256,0.0005636063,14.7894291,0.0010737584,0.238,0.021,0.001,1.001,,,,0.0004855,0.01,0.6951,0.006,0.002,0.4879,TESSebs,Simbad
67686223,1,62.9508601611,-11.7907472022,20.513,0.701,11.008,1438.327151,0.0003190841,0.4169261,3.3592642e-06,0.71,0.146,0.309,0.9993,0.156,0.178,0.501,0.326,0.472,0.9986,0.294,0.348,0.5,TESSebs,Simbad
67686556,1,63.0368726701,-10.4694427244,-112.439,-118.135,7.973,1438.050732,2.242008e-05,0.3215666,7.0716325e-05,0.735,0.085,0.196,0.4839,0.156,0.179,0.985,0.2851,0.419,0.999,0.258,0.392,0.4996,TESSebs,Simbad
67687692,1,63.0527233861,-6.0215698627,0.94,-3.243,9.278,1438.187075,8.138793e-05,0.664172,2.16906e-06,0.623,0.143,0.269,1.0,0.14,0.171,0.501,0.2304,0.325,1.0,0.219,0.224,0.5013,TESSebs,Simbad
67807856,1,64.4899330459,-9.4414159118,-2.4,-13.0,9.556,1440.40874,0.0004447171,3.3733443,5.4508526e-05,0.587,0.09,0.065,1.0,0.081,0.016,0.5,0.1535,0.087,0.0002414,0.161,0.037,0.5007,TESSebs,Simbad
67808952,1,64.5556827807,-6.2594417094,15.749,6.787,11.792,1438.327087,0.009877681,0.3279029,0.00014777841,0.806,0.137,0.067,0.9641,0.194,0.058,0.466,,,,,,,TESSebs,Simbad
71026173,1,65.821618735,-13.044808031,4.464,-5.855,10.424,1438.985966,0.00117973,0.6795061,6.908813e-06,0.833,0.142,0.116,1.002,0.212,0.096,0.503,0.3828,0.214,0.9999,,,,TESSebs,Simbad
71107089,1,66.7832300975,-12.6465276999,14.51,-8.265,12.002,1438.264126,1.67078e-05,0.3576366,2.5468663e-07,0.847,0.107,0.047,1.001,0.102,0.044,0.505,,,,,,,TESSebs,Simbad
77703308,1,76.5162134474,-35.1531246206,9.64,2.91,10.931,1438.611434,2.189219e-05,0.7462729,1.2881239e-06,0.526,0.098,0.284,1.028,0.1,0.065,0.532,0.167,0.304,0.0281,0.11,0.081,0.5315,TESSebs,Simbad
77951245,1,79.004914946,-31.4126908045,34.246,-0.735,12.426,1443.167198,0.0003051328,10.7148124,1.068511e-05,0.075,,,1.001,,,0.997,0.009746,0.061,0.9998,,,,TESSebs,Simbad
78055054,1,80.5381980728,-30.9708364981,8.704,4.327,12.846,1434.877846,0.01608974,4.3887454,0.00010054263,0.241,0.025,0.021,0.4963,,,,0.04576,0.029,0.5,,,,TESSebs,Simbad
92938279,1,83.6366296067,-22.6409959243,40.186,123.416,12.542,1438.181769,0.0006363761,0.2750419,8.2299321e-06,0.72,0.125,0.09,0.9976,,,,0.2745,0.172,0.0003228,0.261,0.149,0.5009,TESSebs,Simbad
92938280,1,83.6380674027,-22.6409689942,40.719,124.545,12.394,1438.182199,6.710936e-05,0.2750374,9.2384343e-07,0.729,0.107,0.049,1.0,0.089,0.037,0.498,0.272,0.12,0.9997,0.255,0.104,0.5004,TESSebs,Simbad
93053299,1,84.3196249927,-23.6611678723,12.133,-16.884,11.529,1438.239136,0.0009646799,0.4110905,5.7920302e-07,0.871,0.168,0.071,0.9977,0.117,0.046,0.501,,,,,,,TESSebs,Simbad
115046240,1,72.9839872053,-16.4965761914,30.426,38.172,10.3,1438.394667,0.000338854,0.3458225,1.6396272e-06,0.832,0.154,0.089,1.0,0.15,0.08,0.5,0.352,0.168,0.00123,0.272,0.163,0.5,TESSebs,Simbad
117978580,1,71.7458763875,-14.6231378122,17.147,-4.915,10.673,1438.158571,0.0007194575,0.5272631,1.0687344e-05,0.767,0.126,0.182,0.9998,0.154,0.142,0.501,0.2778,0.342,0.9985,0.322,0.3,0.5,TESSebs,Simbad
121568625,1,69.3542063038,-21.6455587214,2.013,-10.628,9.253,1439.045097,0.0002105488,8.4652048,6.2240572e-06,0.247,0.028,0.217,1.0,0.029,0.174,0.504,0.04074,0.239,7.177e-06,0.041,0.192,0.5043,TESSebs,Simbad
139703005,1,66.4941976359,-21.4825514109,13.043,26.737,10.212,1438.276502,0.0002993592,0.331924,1.7116155e-06,0.737,0.089,0.088,0.9996,,,,0.3075,0.318,0.9986,0.275,0.277,0.5,TESSebs,Simbad
139732428,1,67.0629155062,-23.1016940092,17.229,9.696,8.746,1438.430358,8.818467e-05,6.6637267,3.3856106e-05,0.31,0.039,0.247,0.9999,0.038,0.153,0.5,0.05522,0.265,0.9999,0.056,0.165,0.4999,TESSebs,Simbad
140209204,1,84.7249203268,-33.632272969,0.943,12.96,11.429,1438.581147,9.263401e-05,2.7520682,3.7112223e-05,0.528,0.083,0.358,1.0,0.077,0.346,0.5,0.1218,0.404,1.0,0.118,0.388,0.5,TESSebs,Simbad
143350469,1,82.3305122429,-16.2885170338,21.674,16.431,10.676,1438.619717,0.0002158145,0.6608393,8.5584804e-06,0.564,0.112,0.507,1.0,0.115,0.277,0.499,0.1787,0.575,1.0,0.164,0.339,0.4992,TESSebs,Simbad
146520491,1,76.5735766948,-20.1313316331,-9.361,-22.098,9.094,1438.39407,0.0003219555,0.4486455,4.7088957e-09,0.829,0.148,0.069,0.999,0.114,0.047,0.501,,,,,,,TESSebs,Simbad
146539195,1,77.1137422057,-21.0289842072,32.266,-14.779,11.617,1438.109869,0.001112007,0.2801374,5.1146985e-07,0.736,,,,,,,,,,,,,TESSebs,Simbad
146557531,1,77.3417894168,-19.5426616745,2.12,-21.54,11.415,1438.200118,0.000548826,0.2708487,2.2402086e-07,0.771,0.152,0.11,1.0,0.124,0.095,0.497,0.3463,0.242,0.0024,0.356,0.224,0.4944,TESSebs,Simbad
150443185,1,97.8678805718,-63.535376205,-3.893,52.248,9.434,1440.224862,3.363238e-05,2.5936476,2.7811777e-06,0.52,0.089,0.675,1.0,0.08,0.101,0.5,0.1337,0.783,1.0,0.141,0.162,0.5,TESSebs,Simbad
151587650,1,88.3640173135,-43.5586998536,-4.08,-55.917,7.114,1443.264134,0.01407904,4.9516489,0.00051134099,0.946,0.285,0.044,0.9996,0.226,0.041,0.515,,,,,,,TESSebs,Simbad
152362660,1,65.2618296722,-26.4909872774,26.151,68.834,9.586,1438.391479,0.0002619956,0.3958655,3.6028934e-07,0.841,0.151,0.108,1.001,0.172,0.101,0.502,0.2849,0.19,0.9999,0.28,0.186,0.5034,TESSebs,Simbad
161570793,1,74.4413346444,-42.8935018149,-8.156,-2.581,10.289,1438.120242,0.002001537,0.2762364,1.0410792e-06,0.753,0.075,0.01,0.9932,,,,0.3057,0.052,0.0005084,0.294,0.042,0.4931,TESSebs,Simbad
165186801,1,91.7622826631,-46.7465882798,-7.661,7.521,10.948,1438.164187,0.0001422467,1.0495707,1.3345003e-05,0.571,0.127,0.732,1.0,0.106,0.09,0.501,0.2029,0.846,1.0,0.171,0.163,0.5013,TESSebs,Simbad
167673754,1,79.975425534,-35.9017646344,16.339,8.157,10.834,1438.583559,0.0002819304,0.565193,6.7835315e-07,0.704,0.187,0.321,0.9996,0.266,0.075,0.498,0.3638,0.393,0.0001575,,,,TESSebs,Simbad
169532369,1,78.0988756233,-13.6056145696,0.246,-4.76,11.578,1440.306694,0.002772345,7.2100032,0.0025852507,0.286,0.019,0.002,0.999,,,,0.03156,0.005,0.9989,,,,TESSebs,Simbad
169532543,1,78.0438100581,-13.1996046163,-2.802,-21.676,9.76,1438.647597,7.668659e-05,0.9154337,9.1976173e-06,0.627,0.16,0.341,1.001,0.142,0.038,0.5,0.296,0.43,0.0008222,0.327,0.115,0.5,TESSebs,Simbad
178857934,1,66.8966771953,-25.2311072022,45.771,3.194,9.789,1438.670107,0.0004035793,1.4265941,3.8036498e-05,0.54,0.094,0.277,1.0,0.099,0.126,0.501,0.1464,0.311,0.9999,0.14,0.152,0.5015,TESSebs,Simbad
178938437,1,68.3535649451,-23.938806305,6.649,-18.511,8.441,1438.470212,0.0007591734,0.6235871,6.6847655e-06,0.737,0.101,0.053,0.9993,,,,0.3471,0.186,0.0005517,0.254,0.09,0.5,TESSebs,Simbad
188989177,1,78.7784061992,-15.1004557536,-2.243,-1.801,9.141,1438.298094,0.0004295133,1.1741025,6.9585944e-07,0.458,0.057,0.003,1.001,,,,0.0005298,0.005,0.65,0.083,0.004,0.0006513,TESSebs,Simbad
213046690,1,75.3675122457,-4.2019182471,14.076,-9.285,11.956,1438.139144,0.0005989358,0.2258437,1.3987038e-06,0.744,0.104,0.015,0.9974,0.138,0.013,0.496,0.3069,0.035,0.0004388,0.364,0.032,0.4893,TESSebs,Simbad
213067604,1,75.5155259172,-2.8020814253,4.566,-18.038,10.575,1438.105658,0.0003526131,0.3219872,1.0417794e-06,0.728,0.136,0.222,0.9999,0.122,0.174,0.498,0.3064,0.44,0.001002,0.266,0.398,0.4987,TESSebs,Simbad
219164808,1,90.7741324972,-52.0843601635,-8.962,11.404,9.665,1439.728492,0.0006016871,3.3546037,6.3845813e-06,0.257,0.031,0.004,0.9999,0.033,0.003,0.499,0.03979,0.004,5.951e-05,0.041,0.003,0.5,TESSebs,Simbad
219203188,1,92.6402439329,-48.7403786771,4.833,4.107,13.008,1438.172154,0.0004998743,0.2319362,2.0252974e-08,0.604,0.17,0.676,1.002,,,,0.2757,0.866,0.0001029,,,,TESSebs,Simbad
229082842,1,68.9006536729,-0.8741045367,-2.002,-6.396,12.016,1438.339529,5.781465e-05,0.3762035,1.4127962e-06,0.692,0.145,0.046,0.4998,,,,0.3732,0.117,0.0002693,0.297,0.081,0.5001,TESSebs,Simbad
231922417,1,92.9064052338,-45.9146523315,1.931,5.79,8.732,1438.326089,0.0002151023,0.6872144,6.8722516e-06,0.627,0.149,0.071,0.9997,0.121,0.017,0.5,0.2501,0.09,2.732e-05,0.249,0.032,0.5009,TESSebs,Simbad
231922739,1,92.9612823737,-45.3290616328,0.599,22.522,11.304,1438.315624,0.005287047,0.3565535,1.3881535e-06,0.762,0.085,0.125,0.9835,,,,0.339,0.419,0.9985,0.293,0.382,0.5,TESSebs,Simbad
238917338,1,94.1879832903,-48.7150832537,6.693,3.349,11.764,1440.867976,0.0001655668,4.0758373,7.0146643e-05,0.633,0.13,0.169,1.0,0.123,0.132,0.505,0.1992,0.229,0.9985,0.253,0.179,0.5066,TESSebs,Simbad
242944454,1,58.6048753027,12.0688391633,15.088,-18.131,10.733,1438.359394,9.314138e-06,0.4048724,2.4759377e-07,0.801,0.118,0.089,1.0,0.121,0.081,0.502,0.3376,0.264,9.826e-05,0.336,0.257,0.5037,TESSebs,Simbad
242991317,1,60.1700750752,12.4903527594,-7.946,-14.592,3.587,1439.28978,2.738653e-06,3.9531584,0.00022648545,0.593,,,,,,,0.2588,0.366,0.9949,0.169,0.109,0.4945,TESSebs,Simbad
244207973,1,73.3412591219,-3.381851755,3.784,-10.47,11.263,1438.25648,0.002500257,0.6140578,8.768607e-07,0.794,0.133,0.135,1.001,0.222,0.073,0.507,,,,,,,TESSebs,Simbad
244208023,1,73.2858034467,-3.497984894,-0.802,1.255,11.898,1438.437892,7.415746e-05,1.8227783,3.2536887e-05,0.577,0.136,0.552,1.0,0.13,0.064,0.498,0.2218,0.626,0.0001296,0.208,0.114,0.5,TESSebs,Simbad
244250449,1,74.3102719895,-3.6012937725,-3.017,-10.036,10.294,1439.727751,2.696037e-05,1.7460727,4.2168381e-06,0.54,0.118,0.813,1.0,0.109,0.061,0.501,0.1801,0.919,4.136e-05,0.156,0.115,0.5,TESSebs,Simbad
248394273,1,76.5332564104,-1.8286454577,106.594,-19.2,14.018,1438.015043,0.0003052749,0.1485855,5.6512876e-06,0.725,0.24,0.029,0.4921,,,,0.1175,0.071,0.9983,,,,TESSebs,Simbad
248394276,1,76.533528988,-1.8310128251,105.973,-16.666,14.306,1438.903895,0.00105738,0.1486144,1.4947609e-05,0.689,,,0.4919,,,-0.013,,,,,,,TESSebs,Simbad
248399337,1,76.7587993292,-0.7923998562,21.429,-42.244,9.813,1438.165602,0.0002250036,0.4319151,7.4943275e-07,0.92,0.208,0.085,1.001,0.227,0.067,0.502,0.3217,0.108,0.001248,0.198,0.091,0.5,TESSebs,Simbad
248410138,1,76.9987112695,-5.8438024072,15.108,-8.923,10.287,1438.788474,3.559938e-05,0.8219642,5.1183321e-08,0.663,0.191,0.201,0.9998,0.113,0.02,0.501,0.3386,0.272,0.9998,0.389,0.085,0.5017,TESSebs,Simbad
250195155,1,65.1707079838,-1.7398230794,-22.811,-48.134,8.061,1445.157918,0.011114,6.476398,9.8144054e-05,0.244,0.038,0.361,1.002,0.036,0.317,0.584,0.05456,0.402,6.306e-05,0.049,0.357,0.5829,TESSebs,Simbad
262412046,1,69.2764861541,1.6919883341,-6.337,-6.139,10.563,1438.396723,2.441844e-05,2.0433617,8.7649842e-06,0.563,0.13,0.753,1.0,0.106,0.102,0.5,0.1974,0.845,0.9999,0.201,0.146,0.4994,TESSebs,Simbad
262434790,1,73.4954660744,4.0203776939,29.79,-30.865,11.703,1438.174967,0.001615537,0.3143965,7.7318322e-07,0.751,0.171,0.222,0.9943,,,,0.3268,0.344,0.9995,0.296,0.295,0.4999,TESSebs,Simbad
262465161,1,73.8930562912,1.38043456,-6.946,6.462,10.139,1438.874502,0.002181967,0.9509325,2.4775543e-06,0.641,0.155,0.473,1.002,0.073,0.036,0.508,0.2821,0.642,0.9996,0.254,0.185,0.5,TESSebs,Simbad
269077015,1,75.4081727577,2.9070034538,-2.086,10.764,8.209,1438.212718,0.0008021665,4.1437883,0.00036796627,0.657,0.116,0.106,1.0,0.109,0.054,0.5,0.1792,0.148,0.0002458,0.208,0.09,0.5,TESSebs,Simbad
269078565,1,75.566937377,0.8904074627,0.427,5.806,11.98,1440.562747,0.0001253425,2.4555486,7.0311911e-06,0.526,0.106,0.707,1.0,0.096,0.063,0.501,0.1618,0.781,2.236e-05,0.155,0.096,0.5014,TESSebs,Simbad
294206429,1,108.0422983208,-59.839413919,-5.492,9.806,8.061,1438.436496,6.204737e-05,1.0550702,2.557263e-05,0.633,,,0.9929,,,0.517,0.2267,0.241,0.9977,,,,TESSebs,Simbad
303682287,1,75.7629621138,14.7656993095,-14.292,-5.893,8.482,1440.50034,0.001483166,2.1084547,2.661625e-05,0.764,0.162,0.088,0.9998,0.204,0.051,0.501,0.2535,0.112,0.0005164,0.251,0.077,0.5,TESSebs,Simbad
311183180,1,55.0315008727,5.8745785224,108.12,9.3,9.107,1439.585895,0.0003040321,13.2498121,4.7986893e-06,0.086,0.009,0.022,1.0,0.009,0.022,0.59,0.01282,0.026,1.067e-05,0.013,0.025,0.5897,TESSebs,Simbad
316916655,1,74.4728292047,-13.703699758,-10.626,-2.252,9.199,1440.191382,0.00144091,2.8747759,0.00054146758,0.269,,,1.002,,,0.98,0.04408,0.002,0.9983,,,,TESSebs,Simbad
345451479,1,57.987650584,9.6915323754,2.268,-10.504,11.225,1438.076281,2.482032e-05,0.4430221,7.6550795e-07,0.756,0.07,0.075,0.9999,0.09,0.037,0.501,0.296,0.283,1.0,0.271,0.248,0.5008,TESSebs,Simbad
373414766,1,71.0850829154,9.6843259256,55.526,-62.064,8.729,1438.041172,5.140335e-05,0.6851178,3.4687858e-05,0.691,0.116,0.059,1.001,0.235,0.011,0.492,0.205,0.082,0.0005298,,,,TESSebs,Simbad
374828411,1,54.9960459143,3.2416921808,9.349,-35.966,10.847,1438.349475,0.0001649142,0.2828824,5.875594e-05,0.727,0.206,0.23,0.4454,,,,0.3687,0.55,0.4815,,,,TESSebs,Simbad
396934949,1,63.474529172,3.3171570651,14.799,-50.555,12.205,1438.022375,0.0001256386,0.3774342,1.6960496e-05,0.757,,,,,,,0.1531,0.034,0.5,,,,TESSebs,Simbad
396953669,1,63.8891172782,3.367808031,-4.005,-4.313,8.906,1438.318609,0.0002819816,0.3327633,5.3934799e-06,0.595,0.133,0.002,1.0,0.157,0.001,0.499,0.1676,0.003,0.9992,,,,TESSebs,Simbad
