TIC,m_TIC,RAJ2000,DEJ2000,pmRA,pmDE,Tmag,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,TESSebs,Simbad
154840461,1,182.6923779136,85.7050862384,-14.194,-2.275,8.405,1685.574672,0.1574874,6.0361565,0.00092822112,0.745,0.197,0.0,0.9737,,,,0.01143,0.002,0.9999,,,,TESSebs,Simbad
120689878,1,286.0129184071,40.487043196,-13.086,-1.83,9.292,1685.504464,0.00344688,7.40447,7.3841403e-05,0.221,0.028,0.199,1.0,0.032,0.02,0.5,0.04277,0.2,1.0,0.043,0.02,0.5,TESSebs,Simbad
199420503,1,306.9679335454,30.791206883,11.517,11.935,9.272,1684.075103,1.640762e-05,2.3858567,3.2390949e-06,0.524,0.083,0.373,1.0,0.084,0.349,0.5,0.1207,0.413,1.0,0.123,0.388,0.5,TESSebs,Simbad
121598562,1,288.2709324813,40.4004045164,1.015,-17.098,11.066,1683.616788,0.000671759,3.3488462,0.00022235564,0.309,0.04,0.023,1.0,,,,0.06537,0.032,0.0002131,,,,TESSebs,Simbad
120893542,1,286.390894906,39.3343734045,-3.123,-10.209,12.018,1688.882491,0.0003388625,11.2580485,0.00052070513,0.571,0.077,0.544,1.0,,,,0.1196,0.673,1.0,0.217,0.167,0.4985,TESSebs,Simbad
377912676,1,294.3561824748,41.7772072828,-1.497,-5.555,10.606,1706.83924,0.1955241,5.2150825,0.00060122606,0.78,0.172,0.023,0.9782,,,,,,,,,,TESSebs,Simbad
164674435,1,284.3556512336,42.103484554,-84.534,-150.667,6.802,1685.413371,0.0008142958,1.7418186,2.5486559e-06,1.003,0.274,0.006,1.001,0.258,0.005,0.496,,,,,,,TESSebs,Simbad
40038743,1,300.1662613121,36.1974648223,2.368,-0.814,10.496,1683.563546,0.001026748,7.1681194,0.00011264556,0.322,0.039,0.35,1.0,0.041,0.225,0.5,0.05367,0.382,0.0001935,0.057,0.24,0.4998,TESSebs,Simbad
352718668,1,288.4613695648,22.8337618718,1.9,-3.4,10.633,1684.386735,0.001027678,1.0560424,7.5280686e-05,0.59,0.071,0.008,1.0,,,,0.1139,0.012,0.0007395,,,,TESSebs,Simbad
121213501,1,287.3408866557,38.3256743708,4.188,-1.508,11.795,1683.477122,4.881224e-05,0.4738341,1.418644e-06,0.83,0.141,0.184,0.9998,0.207,0.152,0.5,0.3726,0.323,0.9997,0.379,0.291,0.5019,TESSebs,Simbad
103605167,1,151.2507884776,70.2292107755,8.206,1.165,8.46,1688.17267,0.0002774626,8.4568659,9.7790961e-05,0.149,0.021,0.123,1.0,0.021,0.057,0.275,0.02997,0.134,1.0,0.031,0.064,0.2751,TESSebs,Simbad
273372402,1,297.5080270564,46.5215734284,-3.129,-4.245,12.019,1685.501257,0.0007788969,2.2488952,7.2355909e-05,0.562,0.148,0.059,1.001,,,,0.2221,0.097,0.000543,,,,TESSebs,Simbad
158635832,1,288.0874794788,43.8761287351,1.402,5.712,11.0,1684.937329,0.0005316909,1.9855808,5.7964306e-05,0.323,0.046,0.074,1.0,,,,0.06471,0.08,0.9997,0.074,0.007,0.4984,TESSebs,Simbad
273042650,1,297.1817427591,45.9884595377,1.275,3.604,10.476,1682.162336,0.003403345,6.1533649,0.0016355811,0.222,,,0.9903,,,0.0,0.0152,0.003,0.9979,,,,TESSebs,Simbad
164527723,1,283.4698940149,45.0524465536,6.907,5.7,11.33,1685.561544,0.0006721012,2.7398679,1.1773409e-05,0.528,0.052,0.013,1.002,,,,0.09319,0.026,0.001548,0.137,0.003,0.4998,TESSebs,Simbad
378275454,1,302.3096654827,35.4838485278,-3.135,-6.477,7.712,1687.421816,0.0009032593,7.6560697,0.00017866081,0.395,0.066,0.069,0.9997,0.045,0.049,0.675,0.09019,0.072,0.9996,0.062,0.05,0.6753,TESSebs,Simbad
298969838,1,288.5106741927,51.1625053128,-0.918,-19.004,14.965,1685.602699,,10.1205584,0.00012345741,0.233,0.009,0.03,0.9865,,,,,,,,,,TESSebs,Simbad
153991851,1,204.7367330009,69.8031026024,17.253,-5.004,9.796,1683.72024,3.459074e-05,0.5249268,7.5398381e-08,0.663,0.174,0.343,1.0,0.177,0.067,0.5,0.3106,0.436,6.153e-05,0.324,0.15,0.5008,TESSebs,Simbad
27006880,1,293.8268471206,50.0765155508,-5.594,-10.417,11.9,1684.202713,0.0008958698,9.7631328,0.00019689552,0.192,0.017,0.04,1.0,0.016,0.022,0.504,0.02564,0.044,5.394e-06,0.025,0.037,0.5042,TESSebs,Simbad
219765652,1,263.0048768257,65.7713770709,-62.758,-34.609,9.332,1900.404405,0.0006241987,0.6659493,2.1459039e-06,0.647,0.184,0.001,0.9782,,,,0.2784,0.001,0.9772,,,,TESSebs,Simbad
161710825,1,309.5544052641,30.4784459893,-7.273,-8.974,10.935,1687.220732,0.259482,15.9627044,0.00066438889,0.459,0.081,0.206,1.001,0.097,0.064,0.5,0.07212,0.218,0.01701,,,,TESSebs,Simbad
138893145,1,294.9363790779,39.8524649894,-1.307,-4.218,10.153,1683.802463,0.002881908,1.8753441,0.00027328078,0.591,0.175,0.023,1.001,,,,0.2702,0.035,0.9991,,,,TESSebs,Simbad
255904363,1,299.8268797375,20.6809989764,-198.891,-180.417,14.009,1686.594095,0.0004525183,0.4190036,1.346967e-05,0.593,0.118,0.114,0.9992,0.108,0.067,0.506,0.1955,0.148,0.9987,0.27,0.096,0.4984,TESSebs,Simbad
359675849,1,280.7060602337,57.8652098077,124.8,14.443,7.353,1930.489888,0.0003230397,3.6771119,1.1050416e-05,0.338,0.042,0.044,0.9992,,,,0.0698,0.055,0.9993,,,,TESSebs,Simbad
198242676,1,249.7669627987,60.7019447695,23.177,-58.657,9.142,1687.696127,0.0003542272,4.6297895,1.0072955e-05,0.507,0.093,1.53,1.0,0.092,0.388,0.505,0.1308,1.676,0.0001717,0.166,0.413,0.5072,TESSebs,Simbad
258351350,1,296.5105834547,69.9191670524,15.52,17.67,7.935,1930.747774,3.963246e-05,0.7729454,1.8905837e-07,0.619,0.138,0.105,0.9991,0.128,0.015,0.5,0.245,0.126,0.9991,0.182,0.035,0.4998,TESSebs,Simbad
406947878,1,290.298410596,47.97859835,7.935,24.048,9.392,1683.523237,2.468293e-05,1.2313642,1.0586175e-06,0.626,0.162,0.195,1.0,0.167,0.106,0.5,0.2603,0.23,1.0,0.294,0.133,0.5001,TESSebs,Simbad
159510109,1,247.5351912045,80.3074790984,-18.335,66.536,8.852,1696.695912,0.0003679317,16.9487028,4.7527537e-06,0.053,0.01,0.171,1.0,0.018,0.019,0.463,0.01486,0.165,2.537e-05,0.029,0.014,0.4632,TESSebs,Simbad
103573024,1,149.9711910711,71.0981978028,23.823,-20.103,8.7,1726.543674,0.0007044958,21.5587749,0.0011870927,0.678,0.063,0.03,1.001,0.077,0.024,0.5,0.1176,0.057,0.003535,,,,TESSebs,Simbad
258826816,1,287.3704863169,69.7854402455,12.924,4.501,9.64,1708.57489,0.0003608281,41.6423416,0.00022594203,0.038,0.008,0.158,1.0,,,,0.01169,0.16,1.0,,,,TESSebs,Simbad
273582296,1,297.8944380949,45.2112042938,-5.763,6.848,14.046,1719.052358,0.00273563,28.021551,0.0023627672,0.149,0.021,0.295,1.0,0.008,0.266,0.658,0.02895,0.346,0.9999,0.012,0.306,0.6585,TESSebs,Simbad
137341354,1,291.7181045133,41.3899633977,-1.034,-7.66,11.934,1684.312052,0.0004788577,5.4072775,0.00019927921,0.266,0.038,0.071,1.0,0.036,0.049,0.542,0.0545,0.08,5.565e-05,0.054,0.048,0.5413,TESSebs,Simbad
202490797,1,229.7136678859,63.1545492087,8.111,-5.136,8.223,1685.362691,0.0001138869,3.3924643,5.4049375e-06,0.386,0.042,0.019,1.0,0.038,0.018,0.5,0.06561,0.02,1.0,0.064,0.02,0.5,TESSebs,Simbad
121457732,1,287.9743876633,38.8424092006,-0.131,-2.062,11.853,1684.601438,0.0009228783,1.9666235,0.00025642772,0.671,0.135,0.117,1.002,0.135,0.052,0.5,0.2253,0.167,0.0009638,0.228,0.101,0.5,TESSebs,Simbad
158113583,1,286.0084455177,45.3560381461,1.325,10.586,11.3,1683.560381,0.0002188609,1.3872088,9.807327e-07,0.529,0.087,0.142,0.9997,0.103,0.018,0.499,0.1324,0.16,0.9995,0.13,0.029,0.5001,TESSebs,Simbad
236714379,1,239.2016124122,65.889007978,-13.864,-39.587,10.794,1683.750824,0.0005620994,2.0359839,8.0984864e-06,0.334,0.026,0.003,0.5001,,,,0.03054,0.003,0.4997,,,,TESSebs,Simbad
219107776,1,271.0593694787,67.9034088303,33.979,10.624,13.934,1683.489058,0.005358694,0.2099379,8.5531523e-07,0.622,0.137,0.448,1.006,,,,0.1806,0.581,0.03308,,,,TESSebs,Simbad
407594410,1,295.9832173576,27.1354081805,-1.624,-7.073,3.935,1682.060597,0.0003020137,3.8168919,0.00012948996,0.552,0.1,0.015,1.0,0.089,0.013,0.434,0.1503,0.016,0.9999,0.13,0.014,0.4338,TESSebs,Simbad
198408416,1,258.9132961509,58.8644982239,-12.152,13.526,12.083,1683.433722,0.0001249253,0.3647341,1.3297382e-08,0.709,0.111,0.251,0.9997,,,,0.274,0.526,0.9993,0.245,0.466,0.5019,TESSebs,Simbad
272843045,1,296.9934029626,47.1466511225,1.098,-2.715,10.159,1683.818376,0.0004345144,4.8559205,4.8731632e-05,0.313,0.039,0.128,0.9999,0.039,0.067,0.5,0.05597,0.141,7.664e-06,0.056,0.075,0.5001,TESSebs,Simbad
202291965,1,140.506943364,74.9127116381,-20.772,-6.124,7.189,1684.264163,0.1370073,1.529739,1.1454663e-06,0.94,0.245,0.005,1.002,0.28,0.004,0.508,,,,,,,TESSebs,Simbad
185403173,1,301.7413793617,46.2994853481,-4.728,-7.37,9.072,1687.42959,0.0002758962,4.5730357,2.7919068e-05,0.55,0.109,0.797,1.0,0.1,0.075,0.501,0.1685,0.893,3.714e-05,0.159,0.127,0.5005,TESSebs,Simbad
158988347,1,289.2315837954,45.1643529355,5.784,11.07,10.818,1684.735958,0.0003321573,2.496258,3.9459893e-05,0.392,0.042,0.024,0.9986,,,,0.05741,0.024,0.9989,0.041,0.003,0.4986,TESSebs,Simbad
353871287,1,271.3372232989,55.1053969755,7.371,-33.578,7.427,1685.365489,0.0005623197,3.1756886,5.2231664e-06,0.975,0.266,0.006,1.0,0.256,0.004,0.498,,,,,,,TESSebs,Simbad
271158877,1,294.5265381572,43.3964560788,-7.3,-2.4,10.433,1683.416543,0.0002565863,0.7862557,3.4431807e-06,0.652,0.154,0.034,0.9999,0.138,0.011,0.5,0.2773,0.044,0.0003682,0.236,0.02,0.4999,TESSebs,Simbad
407000096,1,290.397243747,50.0650890395,3.774,1.285,10.956,1684.034505,0.0003179435,2.2745951,2.7953905e-05,0.497,0.067,0.097,1.0,0.07,0.033,0.5,0.09935,0.11,0.9998,0.098,0.04,0.4998,TESSebs,Simbad
219771660,1,262.9803710482,62.5458098308,9.6,-17.6,10.989,1934.182731,0.0005410704,14.4945368,5.2813794e-05,0.15,0.02,0.016,1.0,0.02,0.01,0.329,0.02808,0.017,0.0001763,0.029,0.01,0.3285,TESSebs,Simbad
408474216,1,310.9993232572,26.4483927035,1.778,-4.558,12.802,1683.905999,0.0005660248,1.9319221,0.00012349918,0.309,0.028,0.124,0.5008,0.024,0.12,1.0,0.04155,0.139,0.9998,0.035,0.129,0.5,TESSebs,Simbad
272074664,1,295.8544421474,45.8922221791,3.558,0.018,11.962,1688.599965,0.0007555745,10.4761388,0.00026416945,0.223,0.029,0.13,1.0,0.028,0.023,0.523,0.04129,0.138,0.9999,0.047,0.024,0.5235,TESSebs,Simbad
198242678,1,249.7665827349,60.6996604899,22.294,-58.988,7.887,1933.075282,0.0001175221,4.6297902,7.6619321e-06,0.507,0.093,0.478,1.0,0.093,0.123,0.505,0.1307,0.523,0.9999,0.167,0.131,0.5075,TESSebs,Simbad
14617089,1,306.3156989779,37.5549653105,-1.863,-5.818,11.941,1684.997537,9.866207e-05,1.6689463,2.537999e-05,0.633,0.143,0.339,1.0,0.142,0.336,0.5,0.231,0.425,4.032e-05,0.231,0.422,0.5,TESSebs,Simbad
284364590,1,290.7667919319,56.1346652411,-1.537,4.652,10.396,1739.640097,4.262269e-05,1.2174657,6.6798506e-08,0.621,0.132,0.212,1.0,0.135,0.102,0.5,0.2094,0.257,1.0,0.225,0.139,0.5005,TESSebs,Simbad
40378419,1,301.0662737216,38.1287475338,-3.064,-0.121,11.608,1685.877138,0.002122318,4.7460209,0.00025473416,0.53,0.082,0.74,1.002,0.083,0.076,0.504,0.1203,0.849,0.002353,0.13,0.136,0.5,TESSebs,Simbad
69559020,1,294.667100251,30.5078551931,,,12.616,1683.450948,8.169362e-05,0.2908637,9.1228218e-06,0.633,,,0.9703,,,0.49,0.2179,0.213,0.9831,0.22,0.093,0.4766,TESSebs,Simbad
360661624,1,296.0878198769,23.2849724517,-1.624,-5.209,11.386,1686.900893,0.000560781,10.9804655,0.00044432183,0.169,0.025,0.079,1.0,0.28,0.011,0.258,0.03125,0.078,0.9999,,,,TESSebs,Simbad
350738423,1,291.2419119825,50.9334263,2.725,-10.899,10.047,1685.262347,0.0005212291,2.6160305,8.3891496e-05,0.649,0.12,0.091,1.001,0.119,0.044,0.501,0.1939,0.114,0.0003595,0.206,0.065,0.5,TESSebs,Simbad
164413080,1,283.012122,42.721262,6.6,14.5,10.578,1695.17763,0.002299265,9.3307063,0.00017788077,0.394,0.013,0.007,0.999,,,,0.02125,0.012,0.9999,0.024,0.011,0.7179,TESSebs,Simbad
320323992,1,246.6649377564,74.5048325748,-18.602,170.457,15.728,1683.565675,0.0008979005,0.2428955,2.1326026e-06,0.743,0.133,0.192,1.017,0.152,0.183,0.519,0.2602,0.333,0.01248,0.269,0.316,0.5,TESSebs,Simbad
147686743,1,189.90193,64.674345,16.9,-9.5,8.503,1725.704933,0.0001265953,16.1688794,1.8048448e-05,0.155,0.019,0.072,1.0,0.026,0.006,0.621,0.02856,0.078,3.147e-06,0.042,0.009,0.6209,TESSebs,Simbad
352012002,1,285.616204831,44.2156735183,-5.856,-14.103,11.795,1684.936797,0.09932806,0.6671181,9.8683803e-07,0.869,0.286,0.037,1.009,,,,0.2795,0.024,0.8607,,,,TESSebs,Simbad
259126645,1,291.4793910489,68.935321367,6.818,33.187,9.097,1685.602305,8.819705e-06,3.261302,1.1810824e-07,0.361,0.046,0.44,1.0,0.046,0.37,0.5,0.0652,0.489,3.509e-06,0.067,0.411,0.5,TESSebs,Simbad
159464498,1,244.8373111784,78.9140348555,-0.498,3.126,9.789,1686.627399,0.0003500464,11.3298056,2.0582311e-05,0.222,0.023,0.033,1.0,0.022,0.03,0.5,0.03232,0.036,1.0,0.033,0.033,0.5,TESSebs,Simbad
123311124,1,281.3915661588,46.4736187937,0.194,-4.269,11.462,1684.135624,0.001572975,0.8715843,2.1800193e-07,0.751,0.092,0.035,0.9992,,,,0.3285,0.174,0.001422,0.274,0.097,0.5064,TESSebs,Simbad
161563111,1,309.3338678529,35.4361918171,-4.773,-16.525,8.569,1683.994324,3.428573e-05,0.7177675,1.0530128e-06,0.701,0.154,0.269,1.0,0.19,0.073,0.501,0.3055,0.358,0.00011,0.247,0.167,0.5,TESSebs,Simbad
272944291,1,297.0565543178,42.9831950285,-7.479,-6.513,11.588,1683.414255,0.0006093322,1.4186942,2.4627055e-05,0.735,0.054,0.015,1.0,,,,0.09705,0.029,0.9997,,,,TESSebs,Simbad
274348764,1,300.5163949319,39.765652363,-2.654,-26.184,10.165,1684.335186,0.01063842,0.8320495,6.2908868e-06,0.828,0.237,0.034,1.002,,,,,,,,,,TESSebs,Simbad
1551345500,1,277.2918949095,55.3131515831,147.326,-10.353,11.202,1701.5278,0.001369203,47.3858687,0.00045904653,0.085,0.002,0.041,1.0,,,,0.002201,0.037,0.9999,,,,TESSebs,Simbad
27312189,1,294.8645050586,52.6474521545,1.207,5.41,10.927,1687.189318,0.0004202933,4.1779073,1.8710973e-05,0.259,0.033,0.051,1.0,,,,0.04892,0.053,0.9999,,,,TESSebs,Simbad
155657581,1,206.3952937253,79.3967479666,-106.773,58.861,11.191,1683.534673,7.160488e-06,0.3681396,5.6552724e-08,0.585,0.11,0.4,1.0,0.11,0.366,0.5,0.1673,0.473,3.028e-05,0.168,0.436,0.4994,TESSebs,Simbad
283193372,1,299.6256361503,26.5038772385,-0.925,-4.017,9.526,1688.46014,0.0009595022,12.0307122,0.0010613507,0.206,0.026,0.02,1.0,0.029,0.009,0.525,0.03546,0.021,1.0,0.032,0.01,0.5249,TESSebs,Simbad
27767184,1,296.0073759851,50.2326041231,-29.505,9.101,9.962,1686.983532,0.0004626389,3.5129573,6.3614474e-05,0.359,0.047,0.232,1.0,0.047,0.119,0.5,0.06966,0.255,1.0,0.067,0.132,0.5001,TESSebs,Simbad
160585813,1,243.3142053492,72.8725409594,6.37,-3.245,11.204,1931.423429,0.0001755156,2.7638181,6.8193202e-06,0.332,0.039,0.038,1.001,0.039,0.023,0.5,0.06026,0.041,0.0006705,0.052,0.029,0.5,TESSebs,Simbad
158218818,1,286.4997638222,43.1304927961,-13.132,-14.887,12.122,1683.434019,0.0009082064,0.4239216,5.5552302e-08,0.741,0.081,0.126,0.9997,0.128,0.119,0.497,0.3041,0.353,0.001877,0.29,0.352,0.4951,TESSebs,Simbad
441806350,1,265.7987369106,77.1741449731,-16.299,31.905,10.568,1684.042182,0.0004783993,0.5041297,9.7176766e-08,0.672,0.134,0.077,0.9999,,,,0.3496,0.133,0.9988,0.224,0.054,0.5034,TESSebs,Simbad
185059488,1,301.048251686,44.6030068795,3.3,-0.5,11.219,1693.409218,0.0006074959,0.7397428,4.3419593e-06,0.533,0.088,0.025,1.0,0.088,0.012,0.497,0.124,0.035,0.9991,,,,TESSebs,Simbad
27844498,1,296.4906728723,50.9058605667,2.3,2.339,11.192,1685.938802,0.0004553141,4.4214428,0.00020559542,0.676,0.056,0.043,0.9998,,,,0.09937,0.078,0.9997,0.049,0.028,0.5008,TESSebs,Simbad
353854078,1,271.1411728552,58.3984180327,-3.594,16.562,9.833,1932.115005,3.690664e-05,5.16969,1.3051586e-06,0.594,0.097,0.42,0.9972,,,,0.1851,0.742,4.016e-05,0.188,0.18,0.5,TESSebs,Simbad
121460104,1,288.0198413184,40.1270544059,-0.078,0.755,8.801,1683.705278,0.00018459,0.3783745,1.1644014e-06,0.742,0.066,0.003,1.001,,,,0.2753,0.015,0.001459,0.267,0.014,0.4997,TESSebs,Simbad
121604042,1,288.472144,40.087662,,,11.289,1684.994944,0.0009935183,4.4423249,0.00019013013,0.183,0.019,0.044,0.9998,,,,0.02985,0.059,7.354e-06,,,,TESSebs,Simbad
356340346,1,268.3645907629,52.3854621001,5.083,0.173,8.152,1703.874749,0.0003562223,23.8543071,3.6796005e-05,0.103,0.015,0.369,1.0,0.036,0.223,0.736,0.02059,0.404,2.52e-05,0.052,0.242,0.7361,TESSebs,Simbad
122606463,1,290.8592560516,38.6338029426,6.155,6.023,11.642,1691.56545,0.0003533174,6.9433642,0.00033949541,0.25,0.024,0.092,1.0,0.026,0.087,0.5,0.03622,0.105,0.0001702,0.036,0.101,0.5,TESSebs,Simbad
84628518,1,298.2025392301,33.1108318283,15.272,18.458,13.2,1684.631514,0.002704105,2.7707179,0.00034941752,0.439,0.059,0.061,1.001,0.061,0.048,0.5,0.08281,0.069,0.9992,0.085,0.067,0.5001,TESSebs,Simbad
298734307,1,278.6095797774,57.8018197869,-16.231,-5.354,7.21,1684.204006,0.0006969115,0.9442714,1.5525334e-07,0.659,0.157,0.171,1.0,0.105,0.019,0.502,0.3079,0.234,0.9993,0.238,0.079,0.503,TESSebs,Simbad
271548206,1,295.2979103713,46.9204736394,-3.494,-10.065,14.672,1687.434082,0.00222972,7.4487459,0.00075554394,0.215,0.022,0.296,1.034,,,,0.03237,0.296,0.03321,,,,TESSebs,Simbad
230386284,1,285.822,63.9928,72.15,112.5,9.022,1683.492533,0.0001505431,0.3414933,2.041788e-07,0.559,0.096,0.082,0.9999,0.096,0.069,0.499,0.1441,0.094,0.0004384,0.144,0.081,0.5,TESSebs,Simbad
199688472,1,253.1403042869,57.9740047429,3.224,33.814,9.846,1687.984095,0.004179495,1.4412123,1.3936238e-05,0.368,0.027,0.001,1.006,,,,0.06233,0.011,0.009215,,,,TESSebs,Simbad
158794976,1,288.7183567756,42.5022843106,16.9,-1.502,9.937,1683.810714,0.1840687,0.7728167,1.3173019e-05,0.705,,,1.009,,,0.506,0.1951,0.061,0.0006694,0.257,0.048,0.5,TESSebs,Simbad
27307817,1,294.7494680404,49.6555663561,8.649,15.015,10.428,1689.056125,0.009369152,14.5841729,0.0057383894,0.685,0.09,0.186,0.9998,,,,0.146,0.284,0.0004393,0.319,0.197,0.4916,TESSebs,Simbad
351287412,1,296.6696846867,52.9959672346,-33.057,9.864,11.376,1690.27206,0.0001311382,10.1335397,0.00017046727,0.083,0.013,0.235,1.0,0.011,0.076,0.411,0.01807,0.253,0.0002137,0.016,0.081,0.4114,TESSebs,Simbad
184947995,1,300.7686027931,44.8306285246,1.474,-0.219,9.83,1682.508438,0.002153443,3.4792304,0.00023573224,0.323,0.041,0.003,1.002,,,,0.06149,0.003,0.0005256,,,,TESSebs,Simbad
121124831,1,287.1761084607,38.4334926635,-4.589,-2.935,11.82,1686.175766,0.001383671,4.2308781,0.00048798724,0.435,0.056,0.431,0.9998,0.058,0.343,0.499,0.08245,0.473,9.445e-05,0.083,0.379,0.5,TESSebs,Simbad
441739153,1,259.4256799777,72.102704144,-1.207,-5.919,9.053,1686.352529,0.0001204719,3.2100707,1.437826e-06,0.387,0.048,0.101,1.0,0.046,0.051,0.544,0.06993,0.112,1.0,0.068,0.058,0.5442,TESSebs,Simbad
159220329,1,289.9737474301,43.6538249744,10.852,25.849,11.204,1683.568991,0.0003138118,1.7304031,2.5680595e-05,0.616,0.102,0.105,1.01,,,,0.3987,0.154,0.9987,0.172,0.082,0.5143,TESSebs,Simbad
137408317,1,291.9802550509,41.5594171428,-15.12,-24.149,12.093,1686.877354,0.006394957,3.723624,0.00033076906,0.589,0.129,0.486,1.0,0.115,0.124,0.488,0.1931,0.634,0.9982,,,,TESSebs,Simbad
122070918,1,289.6392831417,39.7749758993,-1.718,3.718,11.436,1684.02564,0.0005944954,1.0648122,5.2936399e-05,0.697,0.147,0.073,0.9991,0.219,0.016,0.499,0.2279,0.084,0.9998,0.176,0.027,0.5027,TESSebs,Simbad
27915909,1,296.8258800186,48.4433391162,12.233,4.96,10.387,1686.647162,0.000498448,10.6742332,0.00025092235,0.111,0.013,0.02,1.0,0.013,0.016,0.52,0.01799,0.02,3.322e-05,0.016,0.016,0.5201,TESSebs,Simbad
269696438,1,301.6072016975,68.2910604014,-6.477,-10.009,8.725,1687.064681,0.001776165,2.9789099,1.2707755e-05,0.298,0.023,0.001,0.9972,,,,0.06198,0.004,0.9978,,,,TESSebs,Simbad
160268882,1,183.0497793852,77.6162433473,10.23,19.555,4.857,1684.446504,0.04786533,1.2709971,2.8784966e-06,0.922,0.247,0.013,1.001,0.275,0.006,0.51,,,,,,,TESSebs,Simbad
123416563,1,282.1832696657,43.7063803324,-3.01,-4.613,11.865,1683.701164,8.371601e-05,0.5807305,9.3278539e-08,0.642,0.188,0.324,0.9997,0.195,0.042,0.5,0.3276,0.386,0.9996,0.365,0.094,0.5001,TESSebs,Simbad
362259855,1,286.447109315,74.0905125971,35.852,-34.036,8.768,1930.916102,0.0001487378,0.8847618,6.583461e-07,0.672,0.165,0.002,0.9884,,,,0.3041,0.003,0.9885,0.262,0.001,0.4866,TESSebs,Simbad
424439457,1,279.4316876429,61.9706065126,7.804,49.0,11.082,1689.214515,0.000212609,11.5549155,2.2954015e-06,0.08,0.012,0.216,1.0,0.012,0.078,0.504,0.01707,0.23,1.0,0.017,0.08,0.5041,TESSebs,Simbad
121119758,1,287.2068532956,40.0030011774,-0.384,3.718,10.17,1683.747204,0.007769898,2.302614,0.00060225633,0.755,0.147,0.036,1.002,0.208,0.011,0.505,0.2597,0.047,0.9981,0.219,0.022,0.5,TESSebs,Simbad
138430438,1,293.8963920979,41.831762555,2.868,0.299,11.33,1686.892296,0.0007497147,5.7768454,0.00017615932,0.327,0.042,0.129,0.9999,0.041,0.018,0.5,0.06164,0.138,1.21e-05,0.067,0.021,0.5,TESSebs,Simbad
389916225,1,275.7725451133,58.9035625331,-6.552,-16.719,10.096,1930.028726,5.656432e-05,0.550877,4.2063259e-08,0.666,0.164,0.405,0.9999,0.154,0.082,0.5,0.2992,0.533,2.718e-05,0.288,0.201,0.5005,TESSebs,Simbad
233679640,1,260.3366516441,60.0582014869,-3.694,5.589,10.876,1932.217421,0.01367445,4.3980286,9.3990815e-05,0.66,0.12,0.305,1.0,0.139,0.101,0.527,0.1974,0.44,0.0036,,,,TESSebs,Simbad
85711393,1,298.268580843,34.8492976689,286.426,-47.265,11.95,1684.303702,0.001034713,2.0629492,0.00012783554,0.483,0.063,0.022,1.002,0.073,0.021,0.499,0.107,0.026,0.001848,0.105,0.025,0.5003,TESSebs,Simbad
198555959,1,238.048481411,64.8834679206,-22.542,37.546,9.589,1685.323695,0.006815718,4.1920513,0.00019269645,0.266,0.036,0.104,1.002,0.037,0.039,0.515,0.05155,0.118,0.003194,0.05,0.043,0.517,TESSebs,Simbad
358613523,1,175.102893763,80.2359806993,-11.774,32.45,10.009,1684.686484,0.0002243032,1.3283366,2.2389702e-06,0.545,0.112,0.631,0.9997,0.104,0.071,0.503,0.1765,0.711,0.9999,0.147,0.12,0.5034,TESSebs,Simbad
229914020,1,287.6435599969,63.9372812603,-11.109,48.613,11.883,1930.956454,0.0001142644,0.6760076,4.0464384e-06,0.605,0.06,0.05,1.001,,,,0.1162,0.071,0.001374,0.068,0.023,0.4972,TESSebs,Simbad
159716878,1,291.3569752101,42.4936309097,-1.953,-3.699,14.146,1675.857966,0.96689,16.6002043,1.8175377,0.143,,,0.9871,,,1.128,0.02273,0.174,0.9201,,,,TESSebs,Simbad
90349611,1,301.6456928222,35.7406297714,-3.21,-6.417,8.091,1684.208055,0.0004914676,3.8896054,3.6145476e-05,0.599,0.117,0.294,0.9999,0.121,0.271,0.486,0.1802,0.341,3.898e-06,0.187,0.316,0.4858,TESSebs,Simbad
295802147,1,303.9137733972,48.6064670623,-3.199,-3.314,11.48,1683.529469,0.0008049957,1.6537537,3.7858867e-05,0.488,0.081,0.02,0.9995,0.083,0.008,0.5,0.1169,0.022,1.107e-05,0.12,0.009,0.4999,TESSebs,Simbad
268305489,1,298.8286250448,44.4891360349,0.085,-1.1,10.81,1683.702641,0.001449832,1.2621621,5.4210611e-05,0.463,0.086,0.006,0.9955,,,,0.1331,0.007,0.9973,,,,TESSebs,Simbad
148914403,1,187.1830916419,68.920246029,-34.003,21.762,7.994,1690.492994,0.0004181805,18.2901954,2.2495487e-05,0.081,0.013,0.289,1.0,0.021,0.134,0.674,0.0188,0.311,1.022e-07,0.031,0.143,0.6735,TESSebs,Simbad
356630364,1,160.6197480628,68.6038794344,2.579,3.793,8.01,1686.499491,0.000648551,0.5567699,1.9764298e-06,0.512,0.083,0.001,0.9942,0.093,0.001,0.494,0.1402,0.001,0.9928,0.124,0.001,0.4916,TESSebs,Simbad
229476285,1,295.5345476253,60.4829944099,-0.238,0.776,12.945,1883.003761,0.0004792598,1.0964623,6.0604702e-06,0.433,0.061,0.016,0.9954,0.066,0.01,0.498,0.0937,0.019,0.9965,0.091,0.011,0.5001,TESSebs,Simbad
